,sc_id,supercon_formula,cleaned_formula,material_dict,highest_Tc,average_Tc,std_Tc,entry_count,composition
7541,"[2128, 2808, 8244, 9017, 12758, 21363, 22205, 22206, 22208, 24831]",Bi2Sr1.6La0.4Cu1O6+Z,Bi2Sr1.6La0.4Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.4, 'O': 6.0, 'Sr': 1.6}",34.0,28.893,5.0947464117,10,Bi2 Sr1.6 La0.4 Cu1 O6
7542,[2169],Bi2Sr1.6La0.4Cu1O6.26,Bi2Sr1.6La0.4Cu1O6.26,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.4, 'O': 6.26, 'Sr': 1.6}",14.3,14.3,0.0,1,Bi2 Sr1.6 La0.4 Cu1 O6.26
7543,"[2655, 3472]",Bi2Sr1.6La0.4Cu1O6.29,Bi2Sr1.6La0.4Cu1O6.29,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.4, 'O': 6.29, 'Sr': 1.6}",30.6,30.6,0.0,2,Bi2 Sr1.6 La0.4 Cu1 O6.29
7544,[4012],Bi2Sr1.6La0.4Cu1O6.307,Bi2Sr1.6La0.4Cu1O6.307,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.4, 'O': 6.307, 'Sr': 1.6}",27.6,27.6,0.0,1,Bi2 Sr1.6 La0.4 Cu1 O6.307
7545,[2654],Bi2Sr1.6La0.4Cu1O6.32,Bi2Sr1.6La0.4Cu1O6.32,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.4, 'O': 6.32, 'Sr': 1.6}",23.2,23.2,0.0,1,Bi2 Sr1.6 La0.4 Cu1 O6.32
7546,"[2946, 3241]",Bi2Sr1.6La0.4Cu1O6.35,Bi2Sr1.6La0.4Cu1O6.35,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.4, 'O': 6.35, 'Sr': 1.6}",20.0,20.0,0.0,2,Bi2 Sr1.6 La0.4 Cu1 O6.35
7547,[20232],Bi2Sr1.6La0.4Cu1O6.36,Bi2Sr1.6La0.4Cu1O6.36,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.4, 'O': 6.36, 'Sr': 1.6}",31.2,31.2,0.0,1,Bi2 Sr1.6 La0.4 Cu1 O6.36
7548,[9504],Bi2Sr1.56La0.44Cu1O6,Bi2Sr1.56La0.44Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.44, 'O': 6.0, 'Sr': 1.56}",33.0,33.0,0.0,1,Bi2 Sr1.56 La0.44 Cu1 O6
7549,[9654],Bi2Sr1.51La0.49Cu1O6+D,Bi2Sr1.51La0.49Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.49, 'O': 6.0, 'Sr': 1.51}",33.5,33.5,0.0,1,Bi2 Sr1.51 La0.49 Cu1 O6
7550,"[9018, 9614, 10003]",Bi2Sr1.5La0.5Cu1O6+Z,Bi2Sr1.5La0.5Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.5, 'O': 6.0, 'Sr': 1.5}",30.8,26.6,4.1214884043,3,Bi2 Sr1.5 La0.5 Cu1 O6
7551,"[2947, 3242]",Bi2Sr1.5La0.5Cu1O6.38,Bi2Sr1.5La0.5Cu1O6.38,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.5, 'O': 6.38, 'Sr': 1.5}",21.0,21.0,0.0,2,Bi2 Sr1.5 La0.5 Cu1 O6.38
7552,[9655],Bi2Sr1.49La0.51Cu1O6+D,Bi2Sr1.49La0.51Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.51, 'O': 6.0, 'Sr': 1.49}",28.5,28.5,0.0,1,Bi2 Sr1.49 La0.51 Cu1 O6
7553,[9505],Bi2Sr1.43La0.57Cu1O6,Bi2Sr1.43La0.57Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.5700000000000001, 'O': 6.0, 'Sr': 1.43}",28.5,28.5,0.0,1,Bi2 Sr1.43 La0.57 Cu1 O6
7554,[9019],Bi2Sr1.4La0.6Cu1O6+Z,Bi2Sr1.4La0.6Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.6000000000000001, 'O': 6.0, 'Sr': 1.4}",11.0,11.0,0.0,1,Bi2 Sr1.4 La0.6 Cu1 O6
7555,"[2948, 3243]",Bi2Sr1.4La0.6Cu1O6.42,Bi2Sr1.4La0.6Cu1O6.42,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.6000000000000001, 'O': 6.42, 'Sr': 1.4}",5.0,5.0,0.0,2,Bi2 Sr1.4 La0.6 Cu1 O6.42
7556,"[7076, 9506, 9656, 10007]",Bi2Sr1.34La0.66Cu1O6+Z,Bi2Sr1.34La0.66Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.66, 'O': 6.0, 'Sr': 1.34}",24.0,21.575,1.5943258764000001,4,Bi2 Sr1.34 La0.66 Cu1 O6
7557,"[9020, 9615]",Bi2Sr1.3La0.7Cu1O6+Z,Bi2Sr1.3La0.7Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.7000000000000001, 'O': 6.0, 'Sr': 1.3}",20.0,15.0,5.0,2,Bi2 Sr1.3 La0.7 Cu1 O6
7558,[4017],Bi2Sr1.3La0.7Cu1O6.422,Bi2Sr1.3La0.7Cu1O6.422,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.7000000000000001, 'O': 6.422, 'Sr': 1.3}",22.6,22.6,0.0,1,Bi2 Sr1.3 La0.7 Cu1 O6.422
7559,"[7077, 9657]",Bi2Sr1.27La0.73Cu1O6+Z,Bi2Sr1.27La0.73Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.73, 'O': 6.0, 'Sr': 1.27}",17.0,15.5,1.5,2,Bi2 Sr1.27 La0.73 Cu1 O6
7560,[7078],Bi2Sr1.24La0.76Cu1O6+Z,Bi2Sr1.24La0.76Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.76, 'O': 6.0, 'Sr': 1.24}",12.1,12.1,0.0,1,Bi2 Sr1.24 La0.76 Cu1 O6
7561,[7079],Bi2Sr1.16La0.84Cu1O6+Z,Bi2Sr1.16La0.84Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'La': 0.84, 'O': 6.0, 'Sr': 1.16}",1.82,1.82,0.0,1,Bi2 Sr1.16 La0.84 Cu1 O6
7562,"[12759, 21364]",Bi2Sr1.6Nd0.4Cu1O6+z,Bi2Sr1.6Nd0.4Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'Nd': 0.4, 'O': 6.0, 'Sr': 1.6}",30.07,29.785,0.28500000000000003,2,Bi2 Sr1.6 Nd0.4 Cu1 O6
7563,[4014],Bi2Sr1.6Nd0.4Cu1O6.32,Bi2Sr1.6Nd0.4Cu1O6.32,"{'Bi': 2.0, 'Cu': 1.0, 'Nd': 0.4, 'O': 6.32, 'Sr': 1.6}",23.1,23.1,0.0,1,Bi2 Sr1.6 Nd0.4 Cu1 O6.32
7564,[4018],Bi2Sr1.3Nd0.7Cu1O6.417,Bi2Sr1.3Nd0.7Cu1O6.417,"{'Bi': 2.0, 'Cu': 1.0, 'Nd': 0.7000000000000001, 'O': 6.417, 'Sr': 1.3}",14.2,14.2,0.0,1,Bi2 Sr1.3 Nd0.7 Cu1 O6.417
7565,[2297],Bi2Sr1.9Pb0.1Cu1O6+Z,Bi2Sr1.9Pb0.1Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.0, 'Pb': 0.1, 'Sr': 1.9}",8.0,8.0,0.0,1,Bi2 Sr1.9 Pb0.1 Cu1 O6
7566,"[719, 2124, 2161, 2162, 5637, 8747, 23627, 23628]",Bi2Sr2Cu1O6+Y,Bi2Sr2Cu1O6,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.0, 'Sr': 2.0}",12.5,8.9625,1.8075795280000002,8,Bi2 Sr2 Cu1 O6
7567,[10384],Bi2Sr2Cu1O6.09,Bi2Sr2Cu1O6.09,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.09, 'Sr': 2.0}",10.0,10.0,0.0,1,Bi2 Sr2 Cu1 O6.09
7568,[10385],Bi2Sr2Cu1O6.13,Bi2Sr2Cu1O6.13,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.13, 'Sr': 2.0}",16.0,16.0,0.0,1,Bi2 Sr2 Cu1 O6.13
7569,[10386],Bi2Sr2Cu1O6.14,Bi2Sr2Cu1O6.14,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.14, 'Sr': 2.0}",14.0,14.0,0.0,1,Bi2 Sr2 Cu1 O6.14
7570,[10387],Bi2Sr2Cu1O6.16,Bi2Sr2Cu1O6.16,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.16, 'Sr': 2.0}",10.0,10.0,0.0,1,Bi2 Sr2 Cu1 O6.16
7571,[10388],Bi2Sr2Cu1O6.175,Bi2Sr2Cu1O6.175,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.175, 'Sr': 2.0}",7.0,7.0,0.0,1,Bi2 Sr2 Cu1 O6.175
7572,[10389],Bi2Sr2Cu1O6.18,Bi2Sr2Cu1O6.18,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.18, 'Sr': 2.0}",3.0,3.0,0.0,1,Bi2 Sr2 Cu1 O6.18
7573,[4015],Bi2Sr1.6Sm0.4Cu1O6.3,Bi2Sr1.6Sm0.4Cu1O6.3,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.3, 'Sm': 0.4, 'Sr': 1.6}",17.0,17.0,0.0,1,Bi2 Sr1.6 Sm0.4 Cu1 O6.3
7574,[4013],Bi2Sr1.6Pr0.4Cu1O6.313,Bi2Sr1.6Pr0.4Cu1O6.313,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.313, 'Pr': 0.4, 'Sr': 1.6}",21.8,21.8,0.0,1,Bi2 Sr1.6 Pr0.4 Cu1 O6.313
7575,[8243],Bi2Sr2Cu1O6.36,Bi2Sr2Cu1O6.36,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.36, 'Sr': 2.0}",8.0,8.0,0.0,1,Bi2 Sr2 Cu1 O6.36
7576,[4019],Bi2Sr1.3Sm0.7Cu1O6.405,Bi2Sr1.3Sm0.7Cu1O6.405,"{'Bi': 2.0, 'Cu': 1.0, 'O': 6.405, 'Sm': 0.7000000000000001, 'Sr': 1.3}",8.0,8.0,0.0,1,Bi2 Sr1.3 Sm0.7 Cu1 O6.405
7577,[26187],Bi2Sr2Cu1O8+d,Bi2Sr2Cu1O8,"{'Bi': 2.0, 'Cu': 1.0, 'O': 8.0, 'Sr': 2.0}",91.0,91.0,0.0,1,Bi2 Sr2 Cu1 O8
7578,[120],Bi2Sr2Cu2O7+Z,Bi2Sr2Cu2O7,"{'Bi': 2.0, 'Cu': 2.0, 'O': 7.0, 'Sr': 2.0}",22.0,22.0,0.0,1,Bi2 Sr2 Cu2 O7
7579,[10619],Bi2Sr3Cu2O8,Bi2Sr3Cu2O8,"{'Bi': 2.0, 'Cu': 2.0, 'O': 8.0, 'Sr': 3.0}",91.5,91.5,0.0,1,Bi2 Sr3 Cu2 O8
7580,[26048],Eu1Sr2Bi2S2Se2F4,Eu1Sr2Bi2S2Se2F4,"{'Bi': 2.0, 'Eu': 1.0, 'F': 4.0, 'S': 2.0, 'Se': 2.0, 'Sr': 2.0}",2.94,2.94,0.0,1,Eu1 Sr2 Bi2 S2 Se2 F4
7581,[26172],Eu1Sr2Bi2S4F4,Eu1Sr2Bi2S4F4,"{'Bi': 2.0, 'Eu': 1.0, 'F': 4.0, 'S': 4.0, 'Sr': 2.0}",8.2,8.2,0.0,1,Eu1 Sr2 Bi2 S4 F4
7582,[26050],Eu2Sr1Bi2S2Se2F4,Eu2Sr1Bi2S2Se2F4,"{'Bi': 2.0, 'Eu': 2.0, 'F': 4.0, 'S': 2.0, 'Se': 2.0, 'Sr': 1.0}",2.575,2.575,0.0,1,Eu2 Sr1 Bi2 S2 Se2 F4
7583,[26049],Eu2Sr1Bi2S2.5Se1.5F4,Eu2Sr1Bi2S2.5Se1.5F4,"{'Bi': 2.0, 'Eu': 2.0, 'F': 4.0, 'S': 2.5, 'Se': 1.5, 'Sr': 1.0}",2.35,2.35,0.0,1,Eu2 Sr1 Bi2 S2.5 Se1.5 F4
7584,"[25554, 25736, 26171]",Eu2Sr1Bi2S4F4,Eu2Sr1Bi2S4F4,"{'Bi': 2.0, 'Eu': 2.0, 'F': 4.0, 'S': 4.0, 'Sr': 1.0}",9.8,3.5866666667000002,4.3934901338,3,Eu2 Sr1 Bi2 S4 F4
7585,"[25553, 25735]",Eu2.5Sr0.5Bi2S4F4,Eu2.5Sr0.5Bi2S4F4,"{'Bi': 2.0, 'Eu': 2.5, 'F': 4.0, 'S': 4.0, 'Sr': 0.5}",0.87,0.87,0.0,2,Eu2.5 Sr0.5 Bi2 S4 F4
7586,[26047],Eu3Bi2S2Se2F4,Eu3Bi2S2Se2F4,"{'Bi': 2.0, 'Eu': 3.0, 'F': 4.0, 'S': 2.0, 'Se': 2.0}",3.26,3.26,0.0,1,Eu3 Bi2 S2 Se2 F4
7587,[26046],Eu3Bi2S2.5Se1.5F4,Eu3Bi2S2.5Se1.5F4,"{'Bi': 2.0, 'Eu': 3.0, 'F': 4.0, 'S': 2.5, 'Se': 1.5}",2.7199999999999998,2.7199999999999998,0.0,1,Eu3 Bi2 S2.5 Se1.5 F4
7588,[26045],Eu3Bi2S3Se1F4,Eu3Bi2S3Se1F4,"{'Bi': 2.0, 'Eu': 3.0, 'F': 4.0, 'S': 3.0, 'Se': 1.0}",2.39,2.39,0.0,1,Eu3 Bi2 S3 Se1 F4
7589,[26044],Eu3Bi2S3.4Se0.6F4,Eu3Bi2S3.4Se0.6F4,"{'Bi': 2.0, 'Eu': 3.0, 'F': 4.0, 'S': 3.4, 'Se': 0.6000000000000001}",2.17,2.17,0.0,1,Eu3 Bi2 S3.4 Se0.6 F4
7590,[26043],Eu3Bi2S3.8Se0.2F4,Eu3Bi2S3.8Se0.2F4,"{'Bi': 2.0, 'Eu': 3.0, 'F': 4.0, 'S': 3.8, 'Se': 0.2}",1.78,1.78,0.0,1,Eu3 Bi2 S3.8 Se0.2 F4
7591,"[23977, 24119, 25552, 25734, 26042]",Eu3Bi2S4F4,Eu3Bi2S4F4,"{'Bi': 2.0, 'Eu': 3.0, 'F': 4.0, 'S': 4.0}",1.5,1.46,0.0374165739,5,Eu3 Bi2 S4 F4
7592,"[24433, 24434]",Bi2S2F0.1O0.9,Bi2S2F0.1O0.9,"{'Bi': 2.0, 'F': 0.1, 'O': 0.9, 'S': 2.0}",4.43,3.675,0.755,2,Bi2 S2 F0.1 O0.9
7593,[24800],Bi2F0.2S2O0.8,Bi2F0.2S2O0.8,"{'Bi': 2.0, 'F': 0.2, 'O': 0.8, 'S': 2.0}",3.0,3.0,0.0,1,Bi2 F0.2 S2 O0.8
7594,"[24431, 24432]",Bi2S2F0.5O0.5,Bi2S2F0.5O0.5,"{'Bi': 2.0, 'F': 0.5, 'O': 0.5, 'S': 2.0}",5.1,5.0,0.1,2,Bi2 S2 F0.5 O0.5
7595,[24799],Bi2F0.6S2O0.4,Bi2F0.6S2O0.4,"{'Bi': 2.0, 'F': 0.6000000000000001, 'O': 0.4, 'S': 2.0}",5.1,5.1,0.0,1,Bi2 F0.6 S2 O0.4
7596,"[13095, 14669, 14917, 14918]",Bi2Ir1,Bi2Ir1,"{'Bi': 2.0, 'Ir': 1.0}",3.96,2.715,0.8553800325,4,Bi2 Ir1
7597,"[13093, 13094, 25571]",Bi2K1,Bi2K1,"{'Bi': 2.0, 'K': 1.0}",3.58,3.5556666667,0.0276445695,3,Bi2 K1
7598,[24269],La1Ni0.65Bi2,La1Ni0.65Bi2,"{'Bi': 2.0, 'La': 1.0, 'Ni': 0.65}",4.0,4.0,0.0,1,La1 Ni0.65 Bi2
7599,[24016],La1Ni0.72Bi2,La1Ni0.72Bi2,"{'Bi': 2.0, 'La': 1.0, 'Ni': 0.72}",4.05,4.05,0.0,1,La1 Ni0.72 Bi2
7600,[24018],La1Pd0.8Bi2,La1Pd0.8Bi2,"{'Bi': 2.0, 'La': 1.0, 'Pd': 0.8}",2.865,2.865,0.0,1,La1 Pd0.8 Bi2
7601,[23421],La1Pd0.85Bi2,La1Pd0.85Bi2,"{'Bi': 2.0, 'La': 1.0, 'Pd': 0.85}",2.1,2.1,0.0,1,La1 Pd0.85 Bi2
7602,[19615],Bi2La4Pb1,Bi2La4Pb1,"{'Bi': 2.0, 'La': 4.0, 'Pb': 1.0}",2.3,2.3,0.0,1,Bi2 La4 Pb1
7603,"[26137, 26138]",Na0.044Pd1Bi2,Na0.044Pd1Bi2,"{'Bi': 2.0, 'Na': 0.044, 'Pd': 1.0}",4.1,4.0,0.1,2,Na0.044 Pd1 Bi2
7604,[25368],Nb0.05Bi2Se3,Nb0.05Bi2Se3,"{'Bi': 2.0, 'Nb': 0.05, 'Se': 3.0}",2.5700000000000003,2.5700000000000003,0.0,1,Nb0.05 Bi2 Se3
7605,[25369],Nb0.2Bi2Se3,Nb0.2Bi2Se3,"{'Bi': 2.0, 'Nb': 0.2, 'Se': 3.0}",3.27,3.27,0.0,1,Nb0.2 Bi2 Se3
7606,"[24892, 25344, 25370, 25445]",Nb0.25Bi2Se3,Nb0.25Bi2Se3,"{'Bi': 2.0, 'Nb': 0.25, 'Se': 3.0}",3.5,3.37125,0.0872048594,4,Nb0.25 Bi2 Se3
7607,[24893],Nb0.28Bi2Se3,Nb0.28Bi2Se3,"{'Bi': 2.0, 'Nb': 0.28, 'Se': 3.0}",3.35,3.35,0.0,1,Nb0.28 Bi2 Se3
7608,[25371],Nb0.3Bi2Se3,Nb0.3Bi2Se3,"{'Bi': 2.0, 'Nb': 0.30000000000000004, 'Se': 3.0}",3.27,3.27,0.0,1,Nb0.3 Bi2 Se3
7609,[25372],Nb0.4Bi2Se3,Nb0.4Bi2Se3,"{'Bi': 2.0, 'Nb': 0.4, 'Se': 3.0}",3.52,3.52,0.0,1,Nb0.4 Bi2 Se3
7610,[25373],Nb1Bi2Se3,Nb1Bi2Se3,"{'Bi': 2.0, 'Nb': 1.0, 'Se': 3.0}",2.9,2.9,0.0,1,Nb1 Bi2 Se3
7611,[24271],Nd1Ni0.89Bi2,Nd1Ni0.89Bi2,"{'Bi': 2.0, 'Nd': 1.0, 'Ni': 0.89}",4.1,4.1,0.0,1,Nd1 Ni0.89 Bi2
7612,[25843],Nd1Pd0.77Bi2,Nd1Pd0.77Bi2,"{'Bi': 2.0, 'Nd': 1.0, 'Pd': 0.77}",3.2,3.2,0.0,1,Nd1 Pd0.77 Bi2
7613,[24272],Y1Ni0.82Bi2,Y1Ni0.82Bi2,"{'Bi': 2.0, 'Ni': 0.8200000000000001, 'Y': 1.0}",4.1,4.1,0.0,1,Y1 Ni0.82 Bi2
7614,[11853],Bi2Ni3S2,Bi2Ni3S2,"{'Bi': 2.0, 'Ni': 3.0, 'S': 2.0}",0.79,0.79,0.0,1,Bi2 Ni3 S2
7615,[11854],Bi2Ni3Se2,Bi2Ni3Se2,"{'Bi': 2.0, 'Ni': 3.0, 'Se': 2.0}",0.73,0.73,0.0,1,Bi2 Ni3 Se2
7616,[26190],Pb0.9Bi2Te3.8,Pb0.9Bi2Te3.8,"{'Bi': 2.0, 'Pb': 0.9, 'Te': 3.8}",7.9,7.9,0.0,1,Pb0.9 Bi2 Te3.8
7617,[14638],Bi2Pb1,Bi2Pb1,"{'Bi': 2.0, 'Pb': 1.0}",4.25,4.25,0.0,1,Bi2 Pb1
7618,[22332],Pd0.5Bi2Te3,Pd0.5Bi2Te3,"{'Bi': 2.0, 'Pd': 0.5, 'Te': 3.0}",5.5,5.5,0.0,1,Pd0.5 Bi2 Te3
7619,"[13118, 13119, 14653, 14937, 22756, 24562, 24877, 25083, 25865, 25971, 25972, 26130, 26139, 26140, 26141, 26142, 26143, 26144, 26263, 26264]",Bi2Pd1,Bi2Pd1,"{'Bi': 2.0, 'Pd': 1.0}",5.4,4.134,1.3395387266,20,Bi2 Pd1
7620,[14612],Bi2Pd3,Bi2Pd3,"{'Bi': 2.0, 'Pd': 3.0}",3.7,3.7,0.0,1,Bi2 Pd3
7621,[20620],Bi2Pd3Se2,Bi2Pd3Se2,"{'Bi': 2.0, 'Pd': 3.0, 'Se': 2.0}",0.96,0.96,0.0,1,Bi2 Pd3 Se2
7622,[13129],Bi2Pt1,Bi2Pt1,"{'Bi': 2.0, 'Pt': 1.0}",0.155,0.155,0.0,1,Bi2 Pt1
7623,[13126],Bi2Rb1,Bi2Rb1,"{'Bi': 2.0, 'Rb': 1.0}",4.25,4.25,0.0,1,Bi2 Rb1
7624,[11550],Bi2Rh1,Bi2Rh1,"{'Bi': 2.0, 'Rh': 1.0}",2.2,2.2,0.0,1,Bi2 Rh1
7625,[12170],Bi2Rh3Se2,Bi2Rh3Se2,"{'Bi': 2.0, 'Rh': 3.0, 'Se': 2.0}",0.84,0.84,0.0,1,Bi2 Rh3 Se2
7626,[24453],Bi2Rh3.5S2,Bi2Rh3.5S2,"{'Bi': 2.0, 'Rh': 3.5, 'S': 2.0}",2.1,2.1,0.0,1,Bi2 Rh3.5 S2
7627,"[26111, 26112]",Bi2Te2Se1,Bi2Te2Se1,"{'Bi': 2.0, 'Se': 1.0, 'Te': 2.0}",5.45,5.45,0.0,2,Bi2 Te2 Se1
7628,"[23859, 24754, 24755, 24756]",Bi2Se3,Bi2Se3,"{'Bi': 2.0, 'Se': 3.0}",8.2,6.1225,2.1997769773,4,Bi2 Se3
7629,[25126],Sr0.058Bi2Se3,Sr0.058Bi2Se3,"{'Bi': 2.0, 'Se': 3.0, 'Sr': 0.058}",2.06,2.06,0.0,1,Sr0.058 Bi2 Se3
7630,"[24559, 25125]",Sr0.062Bi2Se3,Sr0.062Bi2Se3,"{'Bi': 2.0, 'Se': 3.0, 'Sr': 0.062}",2.48,2.48,0.0,2,Sr0.062 Bi2 Se3
7631,"[24560, 25084, 25085, 25086, 25127]",Sr0.065Bi2Se3,Sr0.065Bi2Se3,"{'Bi': 2.0, 'Se': 3.0, 'Sr': 0.065}",7.78,4.584,2.3370459987,5,Sr0.065 Bi2 Se3
7632,"[24558, 25122, 26024, 26157]",Sr0.1Bi2Se3,Sr0.1Bi2Se3,"{'Bi': 2.0, 'Se': 3.0, 'Sr': 0.1}",3.1,2.8275,0.2141699092,4,Sr0.1 Bi2 Se3
7633,"[24917, 24918, 25123]",Sr0.15Bi2Se3,Sr0.15Bi2Se3,"{'Bi': 2.0, 'Se': 3.0, 'Sr': 0.15}",3.06,3.0533333333,0.0047140452,3,Sr0.15 Bi2 Se3
7634,[24618],Bi2Te1,Bi2Te1,"{'Bi': 2.0, 'Te': 1.0}",8.6,8.6,0.0,1,Bi2 Te1
7635,"[12603, 22274, 22325, 22326, 23147, 25340]",Bi2Te3,Bi2Te3,"{'Bi': 2.0, 'Te': 3.0}",9.5,4.8991666667,2.5332956412,6,Bi2 Te3
7636,[25136],Tl0.6Bi2Te3,Tl0.6Bi2Te3,"{'Bi': 2.0, 'Te': 3.0, 'Tl': 0.6000000000000001}",2.35,2.35,0.0,1,Tl0.6 Bi2 Te3
7637,[13145],Bi2Y3,Bi2Y3,"{'Bi': 2.0, 'Y': 3.0}",2.25,2.25,0.0,1,Bi2 Y3
7638,[8402],Bi2.02Sr1.82La0.15Cu1.02O6+z,Bi2.02Sr1.82La0.15Cu1.02O6,"{'Bi': 2.02, 'Cu': 1.02, 'La': 0.15, 'O': 6.0, 'Sr': 1.82}",11.0,11.0,0.0,1,Bi2.02 Sr1.82 La0.15 Cu1.02 O6
7639,[23493],Ce1Ni0.8Bi2.03,Ce1Ni0.8Bi2.03,"{'Bi': 2.03, 'Ce': 1.0, 'Ni': 0.8}",4.2,4.2,0.0,1,Ce1 Ni0.8 Bi2.03
7640,[8409],Bi2.03Sr1.72Cu1.25O6+z,Bi2.03Sr1.72Cu1.25O6,"{'Bi': 2.03, 'Cu': 1.25, 'O': 6.0, 'Sr': 1.72}",6.0,6.0,0.0,1,Bi2.03 Sr1.72 Cu1.25 O6
7641,[23492],La1Ni0.84Bi2.04,La1Ni0.84Bi2.04,"{'Bi': 2.04, 'La': 1.0, 'Ni': 0.84}",4.41,4.41,0.0,1,La1 Ni0.84 Bi2.04
7642,[19992],Bi2.05Sr1.95Cu1O6+z,Bi2.05Sr1.95Cu1O6,"{'Bi': 2.05, 'Cu': 1.0, 'O': 6.0, 'Sr': 1.9500000000000002}",8.94,8.94,0.0,1,Bi2.05 Sr1.95 Cu1 O6
7643,[23496],Sm1Ni0.78Bi2.08,Sm1Ni0.78Bi2.08,"{'Bi': 2.08, 'Ni': 0.78, 'Sm': 1.0}",4.2,4.2,0.0,1,Sm1 Ni0.78 Bi2.08
7644,[20074],Bi2.1Sr1.7Ca0.2Cu1O6+z,Bi2.1Sr1.7Ca0.2Cu1O6,"{'Bi': 2.1, 'Ca': 0.2, 'Cu': 1.0, 'O': 6.0, 'Sr': 1.7000000000000002}",79.2,79.2,0.0,1,Bi2.1 Sr1.7 Ca0.2 Cu1 O6
7645,[20075],Bi2.1Sr1.5Ca0.4Cu1O6+z,Bi2.1Sr1.5Ca0.4Cu1O6,"{'Bi': 2.1, 'Ca': 0.4, 'Cu': 1.0, 'O': 6.0, 'Sr': 1.5}",83.0,83.0,0.0,1,Bi2.1 Sr1.5 Ca0.4 Cu1 O6
7646,[7574],Bi2.1Sr1.93Ca0.57Er0.4Cu2O8+z,Bi2.1Sr1.93Ca0.57Er0.4Cu2O8,"{'Bi': 2.1, 'Ca': 0.5700000000000001, 'Cu': 2.0, 'Er': 0.4, 'O': 8.0, 'Sr': 1.9300000000000002}",0.1,0.1,0.0,1,Bi2.1 Sr1.93 Ca0.57 Er0.4 Cu2 O8
7647,[7543],Bi2.1Sr1.93Ca0.57Pr0.4Cu2O8+z,Bi2.1Sr1.93Ca0.57Pr0.4Cu2O8,"{'Bi': 2.1, 'Ca': 0.5700000000000001, 'Cu': 2.0, 'O': 8.0, 'Pr': 0.4, 'Sr': 1.9300000000000002}",0.1,0.1,0.0,1,Bi2.1 Sr1.93 Ca0.57 Pr0.4 Cu2 O8
7648,[20076],Bi2.1Sr1.3Ca0.6Cu1O6+z,Bi2.1Sr1.3Ca0.6Cu1O6,"{'Bi': 2.1, 'Ca': 0.6000000000000001, 'Cu': 1.0, 'O': 6.0, 'Sr': 1.3}",77.8,77.8,0.0,1,Bi2.1 Sr1.3 Ca0.6 Cu1 O6
7649,[7573],Bi2.1Sr1.93Ca0.67Er0.3Cu2O8+z,Bi2.1Sr1.93Ca0.67Er0.3Cu2O8,"{'Bi': 2.1, 'Ca': 0.67, 'Cu': 2.0, 'Er': 0.30000000000000004, 'O': 8.0, 'Sr': 1.9300000000000002}",36.4,36.4,0.0,1,Bi2.1 Sr1.93 Ca0.67 Er0.3 Cu2 O8
7650,[7548],Bi2.1Sr1.93Ca0.67Gd0.3Cu2O8+z,Bi2.1Sr1.93Ca0.67Gd0.3Cu2O8,"{'Bi': 2.1, 'Ca': 0.67, 'Cu': 2.0, 'Gd': 0.30000000000000004, 'O': 8.0, 'Sr': 1.9300000000000002}",19.1,19.1,0.0,1,Bi2.1 Sr1.93 Ca0.67 Gd0.3 Cu2 O8
